"ID","Country","Year","Quarter","Intercatch Metier Tag","Vessel Length Category","FDF Vessel flag","Area","Species","Landings (tonnes)","Value (euros)"
"ENG_27870","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","ANF",3.202,11158.31
"ENG_27871","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","BLL",0.231,1974.35
"ENG_27872","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","COD",0.255,973.58
"ENG_27873","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","HAD",0.046,104.03
"ENG_27874","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","HKE",1.537,3793.57
"ENG_27875","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","LEZ",0.021,59.79
"ENG_27876","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","LIN",0.169,408.66
"ENG_27877","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","OTH",1.003,1548.35
"ENG_27878","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","PLE",0.008,29.33
"ENG_27879","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","POK",0.054,116.38
"ENG_27880","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","POL",0.046,137.6
"ENG_27881","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","RJA",0.288,352.58
"ENG_27882","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","SDV",0.033,60.16
"ENG_27883","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","TUR",6.862,59146.94
"ENG_27884","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","WHG",0.018,30.02
"ENG_27885","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.g","WIT",0.01,10.05
"ENG_27886","UKE",2017,2,"LLS_FIF_0_0_0_all",NA,"NULL","27.7.g","BSS",0.436,4189.59
"ENG_27887","UKE",2017,2,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.g","BSS",0.109,1045.07
"ENG_27888","UKE",2017,2,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.g","OTH",2.583,3961.48
"ENG_27889","UKE",2017,2,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.g","POL",0.023,45.4
"ENG_27890","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","ANF",9.282,38542.85
"ENG_27891","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","BLL",0.4,3027.89
"ENG_27892","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","COD",0.268,868.14
"ENG_27893","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","HAD",0.063,160.15
"ENG_27894","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","HKE",0.318,866.44
"ENG_27895","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","LEM",0.003,17.84
"ENG_27896","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","LEZ",0.05,146.27
"ENG_27897","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","LIN",0.397,503.95
"ENG_27898","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","OTH",0.189,191.99
"ENG_27899","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","PLE",0.032,92.57
"ENG_27900","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","POK",0.012,21.15
"ENG_27901","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","POL",0.031,75.86
"ENG_27902","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","RJA",0.688,488.25
"ENG_27903","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","TUR",8.9,86209.31
"ENG_27904","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","WHG",0.099,186.88
"ENG_27905","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.h","WIT",0.003,2.74
"ENG_27906","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","ANF",0.878,2763.38
"ENG_27907","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","BLL",0.201,1573.51
"ENG_27908","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","COD",0.639,2144
"ENG_27909","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","HAD",1.456,2982.1
"ENG_27910","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","HKE",18.456,52411.82
"ENG_27911","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","LEM",0.005,27.57
"ENG_27912","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","LEZ",0.122,240.96
"ENG_27913","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","LIN",2.855,3765.66
"ENG_27914","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","OTH",4.229,3356.19
"ENG_27915","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","PLE",0.012,23.79
"ENG_27916","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","POK",0.118,165.7
"ENG_27917","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","POL",5.322,18819.94
"ENG_27918","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","RJA",0.183,129.57
"ENG_27919","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","SDV",0.999,2362.33
"ENG_27920","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","SOL",0.01,112.61
"ENG_27921","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","TUR",0.534,5047.67
"ENG_27922","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","WHG",0.294,528.43
"ENG_27923","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.h","WIT",0.002,1.69
"ENG_27924","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","ANF",28.401,83833.42
"ENG_27925","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","BLL",0.688,3833.6
"ENG_27926","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","COD",0.877,2420.39
"ENG_27927","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","HAD",0.162,283.76
"ENG_27928","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","HKE",0.673,1338.5
"ENG_27929","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","LEM",0.004,17.68
"ENG_27930","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","LEZ",0.119,274.74
"ENG_27931","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","LIN",0.598,1063.46
"ENG_27932","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","OTH",1.618,1603.33
"ENG_27933","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","PLE",0.253,493.2
"ENG_27934","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","POK",0.022,7.96
"ENG_27935","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","POL",0.119,71.66
"ENG_27936","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","RJA",4.318,3148.61
"ENG_27937","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","SDV",0.037,87.41
"ENG_27938","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","SOL",0.002,25.96
"ENG_27939","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","TUR",16.859,131562.46
"ENG_27940","UKE",2017,2,"GTR_DEF_>=220_0_0_all",NA,"NULL","27.7.h","WHG",0.202,369.36
"ENG_27941","UKE",2017,2,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.h","ANF",0.266,695.06
"ENG_27942","UKE",2017,2,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.h","BLL",0.002,17.34
"ENG_27943","UKE",2017,2,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.h","LEM",0.036,155.42
"ENG_27944","UKE",2017,2,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.h","OTH",6.311,12613.41
"ENG_27945","UKE",2017,2,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.h","SOL",0.003,37.67
"ENG_27946","UKE",2017,2,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.h","TUR",0.003,29.45
"ENG_27947","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","ANF",3.535,12817.34
"ENG_27948","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","BLL",0.066,653.8
"ENG_27949","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","COD",0.314,1099.98
"ENG_27950","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","HAD",0.095,309.24
"ENG_27951","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","HKE",3.368,9117.82
"ENG_27952","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","LEM",0.001,2.29
"ENG_27953","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","LEZ",0.022,66.02
"ENG_27954","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","LIN",0.128,239.46
"ENG_27955","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","OTH",0.32,308.27
"ENG_27956","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","PLE",0.004,16.15
"ENG_27957","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","POK",0.015,16.33
"ENG_27958","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","POL",0.028,66.48
"ENG_27959","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","RJA",0.05,66.8
"ENG_27960","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","TUR",3.2,31370.08
"ENG_27961","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","WHG",0.016,32.63
"ENG_27962","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.j","WIT",0.002,3.31
"ENG_27963","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","ANF",1.252,4163.41
"ENG_27964","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","BLL",0.008,43.93
"ENG_27965","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","COD",1.956,6872.93
"ENG_27966","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","HAD",3.156,8351.21
"ENG_27967","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","HKE",172.257,446358.35
"ENG_27968","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","LEM",0.001,6.72
"ENG_27969","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","LEZ",0.308,771.44
"ENG_27970","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","LIN",1.449,2174.91
"ENG_27971","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","MUR",0.002,25.67
"ENG_27972","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","OTH",1.318,1590.7
"ENG_27973","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","PLE",0.007,27.56
"ENG_27974","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","POK",0.328,539.67
"ENG_27975","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","POL",1.321,3529.22
"ENG_27976","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","RJA",0.079,112.03
"ENG_27977","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","SDV",0.002,3.99
"ENG_27978","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","TUR",0.473,6138
"ENG_27979","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","WHG",0.387,760.56
"ENG_27980","UKE",2017,2,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.j","WIT",0.011,16.09
"ENG_27981","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","ANF",2.271,7468.6
"ENG_27982","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","BLL",0.031,245.47
"ENG_27983","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","COD",0.04,143.41
"ENG_27984","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","HKE",0.249,680.79
"ENG_27985","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","LEZ",0.025,67.47
"ENG_27986","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","OTH",0.051,56.25
"ENG_27987","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","PLE",0.002,11.18
"ENG_27988","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","POK",0.025,42.07
"ENG_27989","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","POL",0.004,10.37
"ENG_27990","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","RJA",0.068,98.49
"ENG_27991","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","SDV",0.006,9.35
"ENG_27992","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","TUR",2.086,19494.54
"ENG_27993","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","WHG",0.003,5.38
"ENG_27994","UKE",2017,2,"GTR_DEF_0_0_0_all",NA,"NULL","27.7.j","WIT",0.003,3.27
"ENG_27995","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.k","ANF",61.007,372454.42
"ENG_27996","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.k","LIN",0.114,0
"ENG_27997","UKE",2017,2,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.k","OTH",0.016,235.5
"ENG_27998","UKE",2017,2,"GNS_DEF_all_0_0_all",NA,"NULL","27.8.a","ANF",4.953,29841.75
"ENG_27999","UKE",2017,2,"GNS_DEF_all_0_0_all",NA,"NULL","27.8.d","ANF",1.207,7269.15
"ENG_28000","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","ANF",1.414,3175.07
"ENG_28001","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","BLL",0.728,3057.28
"ENG_28002","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","BSS",0.33,720.01
"ENG_28003","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","COD",1.037,2007.73
"ENG_28004","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","DAB",0.224,202.52
"ENG_28005","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","FLE",0.509,291.63
"ENG_28006","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","HAD",0.377,233.57
"ENG_28007","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","HKE",0.058,47.62
"ENG_28008","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","LEM",1.832,2494.83
"ENG_28009","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","LIN",0.155,185.25
"ENG_28010","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","MUR",0.016,29.13
"ENG_28011","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","NEP.FU.6",63.124,223410.28
"ENG_28012","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","OTH",9.959,27255.89
"ENG_28013","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","PLE",8.405,8930.87
"ENG_28014","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","POK",0.004,2.34
"ENG_28015","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","POL",0.001,0.8
"ENG_28016","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","RJA",11.873,17879.49
"ENG_28017","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","SDV",0.004,20.08
"ENG_28018","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","SOL",30.283,230979.24
"ENG_28019","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","TUR",1.253,6994.46
"ENG_28020","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","WHG",66.851,35976.08
"ENG_28021","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.4","WIT",0.031,23.16
"ENG_28022","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","ANF",0.039,98.91
"ENG_28023","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","BLL",0.187,768.67
"ENG_28024","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","BSS",0.017,200.05
"ENG_28025","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","COD",0.322,594.11
"ENG_28026","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","DAB",0.075,80.46
"ENG_28027","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","FLE",0.44,310.32
"ENG_28028","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","HAD",0.154,208.21
"ENG_28029","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","LEM",0.104,196.93
"ENG_28030","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","LIN",0.003,6.84
"ENG_28032","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","NEP.FU.6",0.008,23.36
"ENG_28033","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","OTH",4.242,23974.2
"ENG_28034","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","PLE",0.243,263.82
"ENG_28035","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","RJA",1.095,1956.87
"ENG_28036","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","SOL",2.398,19076.42
"ENG_28037","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","TUR",0.121,874.13
"ENG_28038","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.4","WHG",1.471,822.43
"ENG_28040","UKE",2017,3,"TBB_CRU_16-31_0_0_all","<10m","NULL","27.4","COD",0.013,18.25
"ENG_28041","UKE",2017,3,"TBB_CRU_16-31_0_0_all","<10m","NULL","27.4","FLE",0.02,19.39
"ENG_28042","UKE",2017,3,"TBB_CRU_16-31_0_0_all","<10m","NULL","27.4","OTH",2.292,12195.48
"ENG_28043","UKE",2017,3,"TBB_CRU_16-31_0_0_all","<10m","NULL","27.4","PLE",0.003,3.42
"ENG_28044","UKE",2017,3,"TBB_CRU_16-31_0_0_all","<10m","NULL","27.4","RJA",0.118,125.47
"ENG_28045","UKE",2017,3,"TBB_CRU_16-31_0_0_all","<10m","NULL","27.4","SOL",0.062,684.41
"ENG_28046","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","ANF",0.054,122.58
"ENG_28047","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","BLL",0.268,1127.33
"ENG_28048","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","BSS",0.002,15.4
"ENG_28049","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","COD",0.023,63.19
"ENG_28050","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","DAB",0.009,9.13
"ENG_28051","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","LEM",0.018,39.56
"ENG_28052","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","NEP.FU.14",1.29,3645.59
"ENG_28053","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","OTH",6.362,23026.83
"ENG_28054","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","PLE",1.954,1339.93
"ENG_28055","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","POL",0.003,3.14
"ENG_28056","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","RJA",4.125,4922.56
"ENG_28057","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","SOL",0.339,2312.9
"ENG_28058","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","TUR",0.109,385.04
"ENG_28059","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.a","WIT",0.002,1.65
"ENG_28060","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","ANF",0.247,1271.98
"ENG_28061","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","BLL",0.273,1914.67
"ENG_28062","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","BSS",0.338,3873.83
"ENG_28063","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","COD",0.556,1673.18
"ENG_28064","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","DAB",2.539,1552.78
"ENG_28065","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","FLE",3.372,2492.08
"ENG_28066","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","GUG",0.526,338.68
"ENG_28067","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","LEM",0.551,2647.55
"ENG_28068","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","MUR",0.477,1310.54
"ENG_28069","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","OTH",27.897,50849.84
"ENG_28070","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","PLE",110.475,139423.78
"ENG_28071","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","RJA",8.073,12849.75
"ENG_28072","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","SDV",0.192,80.32
"ENG_28073","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","SOL",25.737,211694.34
"ENG_28074","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","TUR",1.207,11155.61
"ENG_28075","UKE",2017,3,"OTB_CRU_70-99_0_0_all","<10m","NULL","27.7.d","WHG",2.146,1489.17
"ENG_28076","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.7.d","BLL",0.002,9.98
"ENG_28077","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.7.d","DAB",0.004,1.83
"ENG_28078","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.7.d","GUG",0.013,8.53
"ENG_28079","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.7.d","LEM",0.001,5.94
"ENG_28080","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.7.d","OTH",0.102,353.94
"ENG_28081","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.7.d","PLE",0.133,162.95
"ENG_28082","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.7.d","RJA",0.002,2.05
"ENG_28084","UKE",2017,3,"OTB_DEF_>=120_0_0_all","<10m","NULL","27.7.d","TUR",0.002,12.83
"ENG_28085","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","BLL",0.006,43.55
"ENG_28086","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","BSS",0.008,102.78
"ENG_28087","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","COD",0.003,10.98
"ENG_28088","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","FLE",0.11,49.96
"ENG_28089","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","LEM",0.01,47.32
"ENG_28090","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","OTH",0.424,1455.5
"ENG_28091","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","PLE",5.553,7434.31
"ENG_28092","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","RJA",0.221,391.42
"ENG_28093","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","SOL",2.204,20362.91
"ENG_28094","UKE",2017,3,"TBB_DEF_70-99_0_0_all","<10m","NULL","27.7.d","TUR",0.08,733.61
"ENG_28095","UKE",2017,3,"OTB_DEF_100-119_0_0_all","<10m","NULL","27.7.e","ANF",10.65,39510.31
"ENG_28096","UKE",2017,3,"OTB_DEF_100-119_0_0_all","<10m","NULL","27.7.e","BLL",2.357,16992.97
"ENG_28097","UKE",2017,3,"OTB_DEF_100-119_0_0_all","<10m","NULL","27.7.e","BSS",0.624,7149.57
